Canada,0
Paraguay,174
Mexico,70
Bolivia,12
Colombia,89
Brasil,16
India,26
Moldova,24
Chile,51
Poland,2
Israel,146
Romania,29
Ecuador,43
Uruguay,2
Japan,266
New Zealand,34
Argentina,4
Australia,26
Norway,85
Peru,193
Philippines,6
Germany,287
The Netherlands,79
Slovakia,67
Slovenia,10
United States,0
Turkey,30
Hungary,50
United Kingdom,12
Switzerland,4
Belgium,26
Estonia,10
Venezuela,32
Croatia,22
South Korea,270
France,0
Portugal,132
