United States,0
New Zealand,161
Mexico,27
Australia,21
Vietnam,35
Paraguay,6
Luxembourg,151
Portugal,55
Peru,206
Macedonia,36
Canada,51
Slovakia,137
United Arab Emirates,9
San Marino,24
Belgium,98
Poland,10
Switzerland,34
Thailand,79
Georgia,62
Greece,89
Lithuania,97
Philippines,4
Kosovo,55
Moldova,63
Indonesia,72
Slovenia,59
Denmark,57
Montenegro,83
Norway,203
China,5
India,3
Belarus,35
Malta,51
Austria,26
Ukraine,90
Ireland,22
Italy,18
Romania,91
Spain,95
Bolivia,0
Turkey,134
