Australia,0
Thailand,4
Mexico,3
Canada,4
Uruguay,7
Iceland,5
Brasil,9
United States,2
Malta,2
Luxembourg,3
Paraguay,3
India,16
Serbia,8
Vietnam,9
Russia,13
Italy,6
Ecuador,2
Greece,4
Estonia,4
Philippines,1
Bolivia,3
Macedonia,10
Japan,4
Indonesia,12
Croatia,18
Belarus,10
New Zealand,26
Bulgaria,21
Slovenia,6
Finland,0
South Korea,2
Austria,3
Romania,4
Lithuania,13
China,4
Hungary,0
Peru,1
Sweden,14
Latvia,0
Georgia,1
