New Zealand,0
Thailand,9
Canada,11
Italy,51
Mexico,27
Ecuador,22
Indonesia,5
Uruguay,152
United States,18
France,5
Japan,43
Israel,4
Norway,22
Venezuela,30
Argentina,15
Austria,12
Poland,6
Brasil,5
Germany,109
Romania,5
Portugal,6
Turkey,45
Belarus,43
Peru,75
South Korea,53
Finland,3
Switzerland,6
Philippines,2
India,68
United Kingdom,33
Paraguay,8
United Arab Emirates,41
The Netherlands,64
Australia,18
Iceland,6
China,34
San Marino,25
Slovenia,2
Ireland,17
Kosovo,1
Colombia,21
Spain,0
Chile,4
