Australia,0
Mexico,26
United States,2
Brasil,6
Belarus,67
The Netherlands,27
Poland,22
New Zealand,42
Austria,3
India,126
Argentina,72
San Marino,6
Greece,41
Canada,1
Philippines,4
Turkey,102
Spain,46
Colombia,15
Uruguay,64
United Arab Emirates,33
Kosovo,0
Macedonia,9
Bolivia,40
Georgia,11
Hungary,35
Portugal,9
Lithuania,15
Thailand,12
Montenegro,17
Japan,1
Norway,105
Indonesia,18
South Korea,1
Ireland,20
Latvia,30
Ukraine,34
Finland,46
Ecuador,0
Israel,27
