United Arab Emirates,0
New Zealand,17
China,85
Chile,226
United Kingdom,150
Canada,61
Australia,53
Israel,220
United States,231
Mexico,24
Malta,301
Argentina,16
Finland,83
Ireland,476
Kosovo,336
Italy,396
Iceland,123
Serbia,196
France,219
Thailand,23
South Korea,189
Latvia,26
Belarus,208
Slovenia,372
Bulgaria,90
Philippines,82
Moldova,32
San Marino,23
Bolivia,22
Portugal,43
Turkey,1390
Luxembourg,237
Greece,625
Romania,67
Croatia,24
Japan,603
Switzerland,507
Lithuania,58
India,548
Vietnam,7
Germany,0
Russia,495
