United States,0
Norway,98
South Korea,91
Canada,767
Finland,22
Ukraine,599
New Zealand,363
Chile,790
Colombia,61
Philippines,610
India,231
United Arab Emirates,48
Luxembourg,32
Mexico,248
Austria,111
China,67
Poland,132
Israel,35
Switzerland,650
Uruguay,34
Venezuela,55
Slovakia,217
Romania,181
Greece,4
Spain,8
Bulgaria,171
Bolivia,120
Brasil,209
Lithuania,103
Latvia,647
Ecuador,628
Ireland,65
Estonia,254
Georgia,125
San Marino,2
Australia,0
France,349
